"","variable","value","pop","country_iso2","mean_w","se_w","count","question_n"
"5130","phys_chl_concerns_on_the_ability_to_comply_with_health_and_safety_guidelines_including_covid_19_guidelines","Checked","overall_owner_manager","PT",0.161192151,0.021215749,95,519
"5131","phys_chl_concerns_on_the_ability_to_comply_with_health_and_safety_guidelines_including_covid_19_guidelines","Unchecked","overall_owner_manager","PT",0.838807849,0.021215749,424,519
"5132","phys_chl_confusion_on_what_the_health_and_safety_guidelines_are_for_your_employees_and_customers_including_for_covid_19","Checked","overall_owner_manager","PT",0.101026084,0.017387834,45,519
"5133","phys_chl_confusion_on_what_the_health_and_safety_guidelines_are_for_your_employees_and_customers_including_for_covid_19","Unchecked","overall_owner_manager","PT",0.898973916,0.017387834,474,519
"5134","phys_chl_inability_to_pay_a_high_enough_compensation_to_attract_and_hire_workers","Checked","overall_owner_manager","PT",0.1472028,0.020442599,77,519
"5135","phys_chl_inability_to_pay_a_high_enough_compensation_to_attract_and_hire_workers","Unchecked","overall_owner_manager","PT",0.8527972,0.020442599,442,519
"5136","phys_chl_no_challenges","Checked","overall_owner_manager","PT",0.472487122,0.028804922,234,519
"5137","phys_chl_no_challenges","Unchecked","overall_owner_manager","PT",0.527512878,0.028804922,285,519
"5138","phys_plans","Use both in-person and digital business operations roughly equally","overall_owner_manager","PT",0.396465482,0.028539027,195,509
"5139","phys_plans","Use mostly digital business operations","overall_owner_manager","PT",0.110593265,0.018297846,57,509
"5140","phys_plans","Use mostly in-person business operations","overall_owner_manager","PT",0.243500652,0.025040313,121,509
"5141","phys_plans","Use only digital business operations","overall_owner_manager","PT",0.067335457,0.014620763,40,509
"5142","phys_plans","Use only in-person business operations","overall_owner_manager","PT",0.182105143,0.022516208,96,509
"5143","sex","Female","overall_owner_manager","PT",0.411371356,0.023266929,330,742
"5144","sex","Male","overall_owner_manager","PT",0.588628644,0.023266929,412,742
"5145","bus_cur_opn","No","overall_owner_manager","RU",0.178165423,0.036581814,70,458
"5146","bus_cur_opn","Yes","overall_owner_manager","RU",0.821834577,0.036581814,388,458
"5147","bus_dig_rev","All","overall_owner_manager","RU",0.153154013,0.036938905,54,408
"5148","bus_dig_rev","Between 0 and 25%","overall_owner_manager","RU",0.174922163,0.038966149,79,408
"5149","bus_dig_rev","Between 25 and 50%","overall_owner_manager","RU",0.088900555,0.029191253,35,408
"5150","bus_dig_rev","Between 50 and 75%","overall_owner_manager","RU",0.040819213,0.020295519,20,408
"5151","bus_dig_rev","Between 75 and 100%","overall_owner_manager","RU",0.081698521,0.028094244,48,408
"5152","bus_dig_rev","None","overall_owner_manager","RU",0.460505535,0.051124436,172,408
"5153","bus_drv","All","overall_owner_manager","RU",0.137640327,0.034597061,48,422
"5154","bus_drv","Between 0 and 25%","overall_owner_manager","RU",0.171463835,0.037849848,80,422
"5155","bus_drv","Between 25 and 50%","overall_owner_manager","RU",0.051767568,0.022248894,35,422
"5156","bus_drv","Between 50 and 75%","overall_owner_manager","RU",0.040070648,0.019694954,27,422
"5157","bus_drv","Between 75 and 100%","overall_owner_manager","RU",0.118837944,0.032495828,49,422
"5158","bus_drv","None","overall_owner_manager","RU",0.480219678,0.050170917,183,422
"5159","bus_emp_btn_2","0 (Just me)","overall_owner_manager","RU",0.208187191,0.038489164,73,482
"5160","bus_emp_btn_2","1","overall_owner_manager","RU",0.08547967,0.026505031,43,482
"5161","bus_emp_btn_2","100 to 250","overall_owner_manager","RU",0.013631921,0.010992545,13,482
"5162","bus_emp_btn_2","10 to 49","overall_owner_manager","RU",0.190724678,0.037243613,103,482
"5163","bus_emp_btn_2","2 to 4","overall_owner_manager","RU",0.273993543,0.042280549,136,482
"5164","bus_emp_btn_2","50 to 99","overall_owner_manager","RU",0.036059896,0.017674107,26,482
"5165","bus_emp_btn_2","5 to 9","overall_owner_manager","RU",0.191923101,0.037332768,88,482
"5166","bus_emp_chn","Decreased","overall_owner_manager","RU",0.218154035,0.039557104,86,454
"5167","bus_emp_chn","Dont know","overall_owner_manager","RU",0.07924506,0.025872619,17,454
"5168","bus_emp_chn","Increased","overall_owner_manager","RU",0.097567015,0.028421124,53,454
"5169","bus_emp_chn","Stayed the same","overall_owner_manager","RU",0.605033889,0.046822223,298,454
"5170","bus_fut_chl_cash_flow","Checked","overall_owner_manager","RU",0.190712086,0.040460576,83,400
"5171","bus_fut_chl_cash_flow","Unchecked","overall_owner_manager","RU",0.809287914,0.040460576,317,400
"5172","bus_fut_chl_finding_supplies","Checked","overall_owner_manager","RU",0.042075265,0.020676192,17,400
"5173","bus_fut_chl_finding_supplies","Unchecked","overall_owner_manager","RU",0.957924735,0.020676192,383,400
"5174","bus_fut_chl_getting_new_investors","Checked","overall_owner_manager","RU",0.061135566,0.024674016,34,400
"5175","bus_fut_chl_getting_new_investors","Unchecked","overall_owner_manager","RU",0.938864434,0.024674016,366,400
"5176","bus_fut_chl_getting_new_loans","Checked","overall_owner_manager","RU",0.049633135,0.022367782,23,400
"5177","bus_fut_chl_getting_new_loans","Unchecked","overall_owner_manager","RU",0.950366865,0.022367782,377,400
"5178","bus_fut_chl_government_or_health_authority_orders","Checked","overall_owner_manager","RU",0.179223175,0.03950036,88,400
"5179","bus_fut_chl_government_or_health_authority_orders","Unchecked","overall_owner_manager","RU",0.820776825,0.03950036,312,400
"5180","bus_fut_chl_inventory","Checked","overall_owner_manager","RU",0.079099403,0.027796135,29,400
"5181","bus_fut_chl_inventory","Unchecked","overall_owner_manager","RU",0.920900597,0.027796135,371,400
"5182","bus_fut_chl_lack_of_demand_no_customers","Checked","overall_owner_manager","RU",0.454320567,0.051279221,153,400
"5183","bus_fut_chl_lack_of_demand_no_customers","Unchecked","overall_owner_manager","RU",0.545679433,0.051279221,247,400
"5184","bus_fut_chl_lack_of_workers","Checked","overall_owner_manager","RU",0.165231938,0.03824911,69,400
"5185","bus_fut_chl_lack_of_workers","Unchecked","overall_owner_manager","RU",0.834768062,0.03824911,331,400
"5186","bus_fut_chl_logistics_e_g_shipping_delivering_services_or_goods","Checked","overall_owner_manager","RU",0.025459761,0.016222526,29,400
"5187","bus_fut_chl_logistics_e_g_shipping_delivering_services_or_goods","Unchecked","overall_owner_manager","RU",0.974540239,0.016222526,371,400
"5188","bus_fut_chl_no_challenges","Checked","overall_owner_manager","RU",0.234901081,0.043660905,99,400
"5189","bus_fut_chl_no_challenges","Unchecked","overall_owner_manager","RU",0.765098919,0.043660905,301,400
"5190","bus_fut_chl_other_please_specify","Checked","overall_owner_manager","RU",0.060262675,0.024508621,15,400
"5191","bus_fut_chl_other_please_specify","Unchecked","overall_owner_manager","RU",0.939737325,0.024508621,385,400
"5192","bus_fut_chl_repaying_outstanding_loans","Checked","overall_owner_manager","RU",0.042747077,0.020833296,31,400
"5193","bus_fut_chl_repaying_outstanding_loans","Unchecked","overall_owner_manager","RU",0.957252923,0.020833296,369,400
"5194","bus_mth_hir_alt_f","All","overall_owner_manager","RU",0.047124852,0.020431452,23,449
"5195","bus_mth_hir_alt_f","Exactly half","overall_owner_manager","RU",0.058837276,0.022688974,19,449
"5196","bus_mth_hir_alt_f","Less than half","overall_owner_manager","RU",0.207785636,0.039118783,103,449
"5197","bus_mth_hir_alt_f","More than half","overall_owner_manager","RU",0.039216253,0.018715529,19,449
"5198","bus_mth_hir_alt_f","None","overall_owner_manager","RU",0.647035983,0.046077155,285,449
"5199","bus_rol","Both own and manage a business","overall_owner_manager","RU",0.593445014,0.046563981,285,482
"5200","bus_rol","Manage a business","overall_owner_manager","RU",0.256139958,0.041379429,107,482
"5201","bus_rol","Own a business","overall_owner_manager","RU",0.150415028,0.033888258,90,482
"5202","bus_sls_dif","Dont know","overall_owner_manager","RU",0.175386836,0.037403504,36,435
"5203","bus_sls_dif","Higher than last year","overall_owner_manager","RU",0.221640731,0.040851076,128,435
"5204","bus_sls_dif","Lower than last year","overall_owner_manager","RU",0.331213274,0.046289911,125,435
"5205","bus_sls_dif","Same as last year","overall_owner_manager","RU",0.178891536,0.037695006,106,435
"5206","bus_sls_dif","This business was not in operation last year","overall_owner_manager","RU",0.092867624,0.028546716,40,435
"5207","bus_srv","12 months or more","overall_owner_manager","RU",0.517424981,0.052297097,236,392
"5208","bus_srv","At least 1 month but less than 2 months","overall_owner_manager","RU",0.000781895,0.002925336,2,392
"5209","bus_srv","At least 2 months but less than 3 months","overall_owner_manager","RU",0.057652586,0.024394189,8,392
"5210","bus_srv","At least 3 months but less than 6 months","overall_owner_manager","RU",0.039011493,0.020264078,15,392
"5211","bus_srv","At least 6 months but less than 9 months","overall_owner_manager","RU",0.044451494,0.021569546,10,392
"5212","bus_srv","At least 9 months but less than 12 months","overall_owner_manager","RU",0.033878173,0.018934219,16,392
"5213","bus_srv","Less than 1 month","overall_owner_manager","RU",0.044807084,0.021651618,8,392
"5214","bus_srv","Not sure","overall_owner_manager","RU",0.261992295,0.046019953,97,392
"5215","chl_fin_bills_or_accounts_payable","Checked","overall_owner_manager","RU",0.125192342,0.035954718,49,359
"5216","chl_fin_bills_or_accounts_payable","Unchecked","overall_owner_manager","RU",0.874807658,0.035954718,310,359
"5217","chl_fin_debt_or_loans","Checked","overall_owner_manager","RU",0.172623777,0.041059395,56,359
"5218","chl_fin_debt_or_loans","Unchecked","overall_owner_manager","RU",0.827376223,0.041059395,303,359
"5219","chl_fin_none_of_the_above","Checked","overall_owner_manager","RU",0.462466126,0.054169347,179,359
"5220","chl_fin_none_of_the_above","Unchecked","overall_owner_manager","RU",0.537533874,0.054169347,180,359
"5221","chl_fin_rent_or_lease","Checked","overall_owner_manager","RU",0.137734097,0.037441398,63,359
"5222","chl_fin_rent_or_lease","Unchecked","overall_owner_manager","RU",0.862265903,0.037441398,296,359
"5223","chl_fin_taxes","Checked","overall_owner_manager","RU",0.139407722,0.037631615,64,359
"5224","chl_fin_taxes","Unchecked","overall_owner_manager","RU",0.860592278,0.037631615,295,359
"5225","chl_fin_worker_benefits","Checked","overall_owner_manager","RU",0.119555454,0.035248969,52,359
"5226","chl_fin_worker_benefits","Unchecked","overall_owner_manager","RU",0.880444546,0.035248969,307,359
"5227","chl_fin_worker_hazard_pay","Checked","overall_owner_manager","RU",0.030342634,0.018635734,12,359
"5228","chl_fin_worker_hazard_pay","Unchecked","overall_owner_manager","RU",0.969657366,0.018635734,347,359
"5229","chl_fin_worker_salaries_and_wages","Checked","overall_owner_manager","RU",0.182453177,0.041960703,58,359
"5230","chl_fin_worker_salaries_and_wages","Unchecked","overall_owner_manager","RU",0.817546823,0.041960703,301,359
"5231","dem_age","20 to 29","overall_owner_manager","RU",0.208799894,0.038518466,32,475
"5232","dem_age","30 to 39","overall_owner_manager","RU",0.386345715,0.046143508,135,475
"5233","dem_age","40 to 49","overall_owner_manager","RU",0.210257414,0.038617052,173,475
"5234","dem_age","50 to 59","overall_owner_manager","RU",0.158935568,0.034648613,104,475
"5235","dem_age","60 to 69","overall_owner_manager","RU",0.018489806,0.012766571,24,475
"5236","dem_age","70 or older","overall_owner_manager","RU",0.007674047,0.008269896,4,475
"5237","dem_age","Less than 20","overall_owner_manager","RU",0.009497556,0.009191669,3,475
"5238","dgt_use_advertising","Checked","overall_owner_manager","RU",0.62449465,0.049498348,239,406
"5239","dgt_use_advertising","Unchecked","overall_owner_manager","RU",0.37550535,0.049498348,167,406
"5240","dgt_use_analyzing_or_researching_to_answer_business_questions","Checked","overall_owner_manager","RU",0.300563865,0.046866303,162,406
"5241","dgt_use_analyzing_or_researching_to_answer_business_questions","Unchecked","overall_owner_manager","RU",0.699436135,0.046866303,244,406
"5242","dgt_use_communicating_directly_with_customers","Checked","overall_owner_manager","RU",0.56411897,0.050685953,255,406
"5243","dgt_use_communicating_directly_with_customers","Unchecked","overall_owner_manager","RU",0.43588103,0.050685953,151,406
"5244","dgt_use_coordinating_or_collaborating_between_employees","Checked","overall_owner_manager","RU",0.228665712,0.042927947,137,406
"5245","dgt_use_coordinating_or_collaborating_between_employees","Unchecked","overall_owner_manager","RU",0.771334288,0.042927947,269,406
"5246","dgt_use_hiring","Checked","overall_owner_manager","RU",0.259209974,0.044791096,101,406
"5247","dgt_use_hiring","Unchecked","overall_owner_manager","RU",0.740790026,0.044791096,305,406
"5248","dgt_use_none_of_the_above","Checked","overall_owner_manager","RU",0.117327184,0.03289406,44,406
"5249","dgt_use_none_of_the_above","Unchecked","overall_owner_manager","RU",0.882672816,0.03289406,362,406
"5250","dgt_use_selling_goods_and_services","Checked","overall_owner_manager","RU",0.581106119,0.05043105,219,406
"5251","dgt_use_selling_goods_and_services","Unchecked","overall_owner_manager","RU",0.418893881,0.05043105,187,406
"5252","dig_perm","Don't know","overall_owner_manager","RU",0.367563471,0.051126638,102,383
"5253","dig_perm","No","overall_owner_manager","RU",0.21568455,0.043614158,115,383
"5254","dig_perm","Yes","overall_owner_manager","RU",0.416751979,0.052280299,166,383
"5255","dig_use_access_to_digital_solutions_and_business_intelligence_services","Checked","overall_owner_manager","RU",0.277833503,0.047604364,104,381
"5256","dig_use_access_to_digital_solutions_and_business_intelligence_services","Unchecked","overall_owner_manager","RU",0.722166497,0.047604364,277,381
"5257","dig_use_increase_in_customer_or_supplier_base","Checked","overall_owner_manager","RU",0.428176127,0.052586972,164,381
"5258","dig_use_increase_in_customer_or_supplier_base","Unchecked","overall_owner_manager","RU",0.571823873,0.052586972,217,381
"5259","dig_use_increase_in_employment","Checked","overall_owner_manager","RU",0.097387781,0.031509291,29,381
"5260","dig_use_increase_in_employment","Unchecked","overall_owner_manager","RU",0.902612219,0.031509291,352,381
"5261","dig_use_increase_in_sales","Checked","overall_owner_manager","RU",0.400753197,0.052080741,128,381
"5262","dig_use_increase_in_sales","Unchecked","overall_owner_manager","RU",0.599246803,0.052080741,253,381
"5263","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Checked","overall_owner_manager","RU",0.143705076,0.037280655,78,381
